Material / SKU ID,Material description,Business Unit,SKU Category,SKU Importance,Site ID,Category,Safety Stock (SS),Maximum Stock (Max),Replenishment / transportation lead time,Current on-hand inventory quantity,Safety Stock (Days),Cycle Stock (Units),Cycle Stock (Days),Maximum Stock (Days),Week,Week_Index,Forecast quantity,Confirmed supply quantities,Planned supply quantities,Supply status,Site,Factory ID,Site Description,Location,Region,Lat,Long,Latitude,Longitude,Unit Price
SKU_0001,Medical Device for SKU_0001,MDS,B,2,DC4,Medical Devices & Diagnostics,71,143,2,169,28,36,14,56,Week_4,4,12,48,0,Confirmed,DC,F1,Northwest Fulfillment Center - Seattle,Seattle,Northwest,47.6062,-122.3321,47.6062,-122.3321,16.77
SKU_0001,Medical Device for SKU_0001,MDS,B,2,DC4,Medical Devices & Diagnostics,71,143,2,169,28,36,14,56,Week_5,5,14,42,0,Confirmed,DC,F1,Northwest Fulfillment Center - Seattle,Seattle,Northwest,47.6062,-122.3321,47.6062,-122.3321,16.77
SKU_0001,Medical Device for SKU_0001,MDS,B,2,DC4,Medical Devices & Diagnostics,71,143,2,169,28,36,14,56,Week_6,6,15,0,35,None,DC,F1,Northwest Fulfillment Center - Seattle,Seattle,Northwest,47.6062,-122.3321,47.6062,-122.3321,16.77
SKU_0001,Medical Device for SKU_0001,MDS,B,2,DC4,Medical Devices & Diagnostics,71,143,2,169,28,36,14,56,Week_7,7,20,45,0,Confirmed,DC,F1,Northwest Fulfillment Center - Seattle,Seattle,Northwest,47.6062,-122.3321,47.6062,-122.3321,16.77
SKU_0001,Medical Device for SKU_0001,MDS,B,2,DC4,Medical Devices & Diagnostics,71,143,2,169,28,36,14,56,Week_8,8,13,0,0,None,DC,F1,Northwest Fulfillment Center - Seattle,Seattle,Northwest,47.6062,-122.3321,47.6062,-122.3321,16.77
SKU_0001,Medical Device for SKU_0001,MDS,B,2,DC4,Medical Devices & Diagnostics,71,143,2,169,28,36,14,56,Week_9,9,16,51,0,Confirmed,DC,F1,Northwest Fulfillment Center - Seattle,Seattle,Northwest,47.6062,-122.3321,47.6062,-122.3321,16.77
SKU_0001,Medical Device for SKU_0001,MDS,B,2,DC4,Medical Devices & Diagnostics,71,143,2,169,28,36,14,56,Week_10,10,14,0,41,None,DC,F1,Northwest Fulfillment Center - Seattle,Seattle,Northwest,47.6062,-122.3321,47.6062,-122.3321,16.77
SKU_0001,Medical Device for SKU_0001,MDS,B,2,DC4,Medical Devices & Diagnostics,71,143,2,169,28,36,14,56,Week_11,11,18,0,21,None,DC,F1,Northwest Fulfillment Center - Seattle,Seattle,Northwest,47.6062,-122.3321,47.6062,-122.3321,16.77
SKU_0001,Medical Device for SKU_0001,MDS,B,2,DC4,Medical Devices & Diagnostics,71,143,2,169,28,36,14,56,Week_12,12,22,0,0,None,DC,F1,Northwest Fulfillment Center - Seattle,Seattle,Northwest,47.6062,-122.3321,47.6062,-122.3321,16.77
SKU_0001,Medical Device for SKU_0001,MDS,B,2,DC5,Medical Devices & Diagnostics,237,647,3,189,28,178,21,76,Week_1,1,42,409,0,Confirmed,DC,F1,Southeast Distribution Center - Miami,Miami,Southeast,25.7617,-80.1918,25.7617,-80.1918,14.82
SKU_0001,Medical Device for SKU_0001,MDS,B,2,DC5,Medical Devices & Diagnostics,237,647,3,189,28,178,21,76,Week_2,2,73,0,0,None,DC,F1,Southeast Distribution Center - Miami,Miami,Southeast,25.7617,-80.1918,25.7617,-80.1918,14.82
SKU_0001,Medical Device for SKU_0001,MDS,B,2,DC5,Medical Devices & Diagnostics,237,647,3,189,28,178,21,76,Week_3,3,66,103,0,Confirmed,DC,F1,Southeast Distribution Center - Miami,Miami,Southeast,25.7617,-80.1918,25.7617,-80.1918,14.82
SKU_0001,Medical Device for SKU_0001,MDS,B,2,DC5,Medical Devices & Diagnostics,237,647,3,189,28,178,21,76,Week_4,4,73,0,0,None,DC,F1,Southeast Distribution Center - Miami,Miami,Southeast,25.7617,-80.1918,25.7617,-80.1918,14.82
SKU_0001,Medical Device for SKU_0001,MDS,B,2,DC5,Medical Devices & Diagnostics,237,647,3,189,28,178,21,76,Week_5,5,61,0,0,None,DC,F1,Southeast Distribution Center - Miami,Miami,Southeast,25.7617,-80.1918,25.7617,-80.1918,14.82
SKU_0001,Medical Device for SKU_0001,MDS,B,2,DC5,Medical Devices & Diagnostics,237,647,3,189,28,178,21,76,Week_6,6,44,152,0,Confirmed,DC,F1,Southeast Distribution Center - Miami,Miami,Southeast,25.7617,-80.1918,25.7617,-80.1918,14.82
SKU_0001,Medical Device for SKU_0001,MDS,B,2,DC5,Medical Devices & Diagnostics,237,647,3,189,28,178,21,76,Week_7,7,50,0,0,None,DC,F1,Southeast Distribution Center - Miami,Miami,Southeast,25.7617,-80.1918,25.7617,-80.1918,14.82
SKU_0001,Medical Device for SKU_0001,MDS,B,2,DC5,Medical Devices & Diagnostics,237,647,3,189,28,178,21,76,Week_8,8,45,0,0,None,DC,F1,Southeast Distribution Center - Miami,Miami,Southeast,25.7617,-80.1918,25.7617,-80.1918,14.82
SKU_0001,Medical Device for SKU_0001,MDS,B,2,DC5,Medical Devices & Diagnostics,237,647,3,189,28,178,21,76,Week_9,9,48,0,88,None,DC,F1,Southeast Distribution Center - Miami,Miami,Southeast,25.7617,-80.1918,25.7617,-80.1918,14.82
SKU_0001,Medical Device for SKU_0001,MDS,B,2,DC5,Medical Devices & Diagnostics,237,647,3,189,28,178,21,76,Week_10,10,60,0,0,None,DC,F1,Southeast Distribution Center - Miami,Miami,Southeast,25.7617,-80.1918,25.7617,-80.1918,14.82
SKU_0001,Medical Device for SKU_0001,MDS,B,2,DC5,Medical Devices & Diagnostics,237,647,3,189,28,178,21,76,Week_11,11,62,0,0,None,DC,F1,Southeast Distribution Center - Miami,Miami,Southeast,25.7617,-80.1918,25.7617,-80.1918,14.82
SKU_0001,Medical Device for SKU_0001,MDS,B,2,DC5,Medical Devices & Diagnostics,237,647,3,189,28,178,21,76,Week_12,12,69,0,0,None,DC,F1,Southeast Distribution Center - Miami,Miami,Southeast,25.7617,-80.1918,25.7617,-80.1918,14.82
SKU_0001,Medical Device for SKU_0001,MDS,B,2,F1,Medical Devices & Diagnostics,1187,2743,4,1481,28,1187,28,65,Week_1,1,504,889,0,Confirmed,Factory,F1,Midwest Manufacturing Hub - Detroit,Detroit,Midwest,42.3314,-83.0458,42.3314,-83.0458,29.55
SKU_0001,Medical Device for SKU_0001,MDS,B,2,F1,Medical Devices & Diagnostics,1187,2743,4,1481,28,1187,28,65,Week_2,2,357,0,0,None,Factory,F1,Midwest Manufacturing Hub - Detroit,Detroit,Midwest,42.3314,-83.0458,42.3314,-83.0458,29.55
SKU_0001,Medical Device for SKU_0001,MDS,B,2,F1,Medical Devices & Diagnostics,1187,2743,4,1481,28,1187,28,65,Week_3,3,559,1183,0,Confirmed,Factory,F1,Midwest Manufacturing Hub - Detroit,Detroit,Midwest,42.3314,-83.0458,42.3314,-83.0458,29.55
SKU_0001,Medical Device for SKU_0001,MDS,B,2,F1,Medical Devices & Diagnostics,1187,2743,4,1481,28,1187,28,65,Week_4,4,443,2112,0,Confirmed,Factory,F1,Midwest Manufacturing Hub - Detroit,Detroit,Midwest,42.3314,-83.0458,42.3314,-83.0458,29.55
SKU_0001,Medical Device for SKU_0001,MDS,B,2,F1,Medical Devices & Diagnostics,1187,2743,4,1481,28,1187,28,65,Week_5,5,152,0,0,None,Factory,F1,Midwest Manufacturing Hub - Detroit,Detroit,Midwest,42.3314,-83.0458,42.3314,-83.0458,29.55
SKU_0001,Medical Device for SKU_0001,MDS,B,2,F1,Medical Devices & Diagnostics,1187,2743,4,1481,28,1187,28,65,Week_6,6,705,0,0,None,Factory,F1,Midwest Manufacturing Hub - Detroit,Detroit,Midwest,42.3314,-83.0458,42.3314,-83.0458,29.55
SKU_0001,Medical Device for SKU_0001,MDS,B,2,F1,Medical Devices & Diagnostics,1187,2743,4,1481,28,1187,28,65,Week_7,7,205,0,0,None,Factory,F1,Midwest Manufacturing Hub - Detroit,Detroit,Midwest,42.3314,-83.0458,42.3314,-83.0458,29.55
SKU_0001,Medical Device for SKU_0001,MDS,B,2,F1,Medical Devices & Diagnostics,1187,2743,4,1481,28,1187,28,65,Week_8,8,880,0,478,None,Factory,F1,Midwest Manufacturing Hub - Detroit,Detroit,Midwest,42.3314,-83.0458,42.3314,-83.0458,29.55
SKU_0001,Medical Device for SKU_0001,MDS,B,2,F1,Medical Devices & Diagnostics,1187,2743,4,1481,28,1187,28,65,Week_9,9,669,752,0,Confirmed,Factory,F1,Midwest Manufacturing Hub - Detroit,Detroit,Midwest,42.3314,-83.0458,42.3314,-83.0458,29.55
SKU_0001,Medical Device for SKU_0001,MDS,B,2,F1,Medical Devices & Diagnostics,1187,2743,4,1481,28,1187,28,65,Week_10,10,1113,2222,0,Confirmed,Factory,F1,Midwest Manufacturing Hub - Detroit,Detroit,Midwest,42.3314,-83.0458,42.3314,-83.0458,29.55
SKU_0001,Medical Device for SKU_0001,MDS,B,2,F1,Medical Devices & Diagnostics,1187,2743,4,1481,28,1187,28,65,Week_11,11,316,1094,0,Confirmed,Factory,F1,Midwest Manufacturing Hub - Detroit,Detroit,Midwest,42.3314,-83.0458,42.3314,-83.0458,29.55
SKU_0001,Medical Device for SKU_0001,MDS,B,2,F1,Medical Devices & Diagnostics,1187,2743,4,1481,28,1187,28,65,Week_12,12,0,0,420,None,Factory,F1,Midwest Manufacturing Hub - Detroit,Detroit,Midwest,42.3314,-83.0458,42.3314,-83.0458,29.55
SKU_0002,Medical Device for SKU_0002,MDS,C,1,DC1,Medical Devices & Diagnostics,480,1910,3,385,28,360,21,111,Week_1,1,82,0,0,None,DC,F1,Northeast Regional DC - New York,New York,Northeast,40.7128,-74.006,40.7128,-74.006,19.78
SKU_0002,Medical Device for SKU_0002,MDS,C,1,DC1,Medical Devices & Diagnostics,480,1910,3,385,28,360,21,111,Week_2,2,168,356,0,Confirmed,DC,F1,Northeast Regional DC - New York,New York,Northeast,40.7128,-74.006,40.7128,-74.006,19.78
SKU_0002,Medical Device for SKU_0002,MDS,C,1,DC1,Medical Devices & Diagnostics,480,1910,3,385,28,360,21,111,Week_3,3,123,498,0,Confirmed,DC,F1,Northeast Regional DC - New York,New York,Northeast,40.7128,-74.006,40.7128,-74.006,19.78
SKU_0002,Medical Device for SKU_0002,MDS,C,1,DC1,Medical Devices & Diagnostics,480,1910,3,385,28,360,21,111,Week_4,4,123,737,0,Confirmed,DC,F1,Northeast Regional DC - New York,New York,Northeast,40.7128,-74.006,40.7128,-74.006,19.78
SKU_0002,Medical Device for SKU_0002,MDS,C,1,DC1,Medical Devices & Diagnostics,480,1910,3,385,28,360,21,111,Week_5,5,143,943,0,Confirmed,DC,F1,Northeast Regional DC - New York,New York,Northeast,40.7128,-74.006,40.7128,-74.006,19.78
SKU_0002,Medical Device for SKU_0002,MDS,C,1,DC1,Medical Devices & Diagnostics,480,1910,3,385,28,360,21,111,Week_6,6,107,0,0,None,DC,F1,Northeast Regional DC - New York,New York,Northeast,40.7128,-74.006,40.7128,-74.006,19.78
SKU_0002,Medical Device for SKU_0002,MDS,C,1,DC1,Medical Devices & Diagnostics,480,1910,3,385,28,360,21,111,Week_7,7,111,0,151,None,DC,F1,Northeast Regional DC - New York,New York,Northeast,40.7128,-74.006,40.7128,-74.006,19.78
SKU_0002,Medical Device for SKU_0002,MDS,C,1,DC1,Medical Devices & Diagnostics,480,1910,3,385,28,360,21,111,Week_8,8,89,0,0,None,DC,F1,Northeast Regional DC - New York,New York,Northeast,40.7128,-74.006,40.7128,-74.006,19.78
SKU_0002,Medical Device for SKU_0002,MDS,C,1,DC1,Medical Devices & Diagnostics,480,1910,3,385,28,360,21,111,Week_9,9,117,0,0,None,DC,F1,Northeast Regional DC - New York,New York,Northeast,40.7128,-74.006,40.7128,-74.006,19.78
SKU_0002,Medical Device for SKU_0002,MDS,C,1,DC1,Medical Devices & Diagnostics,480,1910,3,385,28,360,21,111,Week_10,10,108,568,0,Confirmed,DC,F1,Northeast Regional DC - New York,New York,Northeast,40.7128,-74.006,40.7128,-74.006,19.78
SKU_0002,Medical Device for SKU_0002,MDS,C,1,DC1,Medical Devices & Diagnostics,480,1910,3,385,28,360,21,111,Week_11,11,116,0,339,None,DC,F1,Northeast Regional DC - New York,New York,Northeast,40.7128,-74.006,40.7128,-74.006,19.78
SKU_0002,Medical Device for SKU_0002,MDS,C,1,DC1,Medical Devices & Diagnostics,480,1910,3,385,28,360,21,111,Week_12,12,100,0,142,None,DC,F1,Northeast Regional DC - New York,New York,Northeast,40.7128,-74.006,40.7128,-74.006,19.78
SKU_0002,Medical Device for SKU_0002,MDS,C,1,DC2,Medical Devices & Diagnostics,322,1190,2,658,28,161,14,103,Week_1,1,84,0,0,None,DC,F1,West Coast Distribution Center - LA,Los Angeles,West,34.0522,-118.2437,34.0522,-118.2437,27.71
SKU_0002,Medical Device for SKU_0002,MDS,C,1,DC2,Medical Devices & Diagnostics,322,1190,2,658,28,161,14,103,Week_2,2,116,0,171,None,DC,F1,West Coast Distribution Center - LA,Los Angeles,West,34.0522,-118.2437,34.0522,-118.2437,27.71
SKU_0002,Medical Device for SKU_0002,MDS,C,1,DC2,Medical Devices & Diagnostics,322,1190,2,658,28,161,14,103,Week_3,3,69,158,0,Confirmed,DC,F1,West Coast Distribution Center - LA,Los Angeles,West,34.0522,-118.2437,34.0522,-118.2437,27.71
SKU_0002,Medical Device for SKU_0002,MDS,C,1,DC2,Medical Devices & Diagnostics,322,1190,2,658,28,161,14,103,Week_4,4,76,0,83,None,DC,F1,West Coast Distribution Center - LA,Los Angeles,West,34.0522,-118.2437,34.0522,-118.2437,27.71
SKU_0002,Medical Device for SKU_0002,MDS,C,1,DC2,Medical Devices & Diagnostics,322,1190,2,658,28,161,14,103,Week_5,5,91,471,0,Confirmed,DC,F1,West Coast Distribution Center - LA,Los Angeles,West,34.0522,-118.2437,34.0522,-118.2437,27.71
SKU_0002,Medical Device for SKU_0002,MDS,C,1,DC2,Medical Devices & Diagnostics,322,1190,2,658,28,161,14,103,Week_6,6,90,0,233,None,DC,F1,West Coast Distribution Center - LA,Los Angeles,West,34.0522,-118.2437,34.0522,-118.2437,27.71
SKU_0002,Medical Device for SKU_0002,MDS,C,1,DC2,Medical Devices & Diagnostics,322,1190,2,658,28,161,14,103,Week_7,7,75,233,0,Confirmed,DC,F1,West Coast Distribution Center - LA,Los Angeles,West,34.0522,-118.2437,34.0522,-118.2437,27.71
SKU_0002,Medical Device for SKU_0002,MDS,C,1,DC2,Medical Devices & Diagnostics,322,1190,2,658,28,161,14,103,Week_8,8,88,0,0,None,DC,F1,West Coast Distribution Center - LA,Los Angeles,West,34.0522,-118.2437,34.0522,-118.2437,27.71
SKU_0002,Medical Device for SKU_0002,MDS,C,1,DC2,Medical Devices & Diagnostics,322,1190,2,658,28,161,14,103,Week_9,9,96,0,0,None,DC,F1,West Coast Distribution Center - LA,Los Angeles,West,34.0522,-118.2437,34.0522,-118.2437,27.71
SKU_0002,Medical Device for SKU_0002,MDS,C,1,DC2,Medical Devices & Diagnostics,322,1190,2,658,28,161,14,103,Week_10,10,105,0,0,None,DC,F1,West Coast Distribution Center - LA,Los Angeles,West,34.0522,-118.2437,34.0522,-118.2437,27.71
SKU_0002,Medical Device for SKU_0002,MDS,C,1,DC2,Medical Devices & Diagnostics,322,1190,2,658,28,161,14,103,Week_11,11,90,0,211,None,DC,F1,West Coast Distribution Center - LA,Los Angeles,West,34.0522,-118.2437,34.0522,-118.2437,27.71
SKU_0002,Medical Device for SKU_0002,MDS,C,1,DC2,Medical Devices & Diagnostics,322,1190,2,658,28,161,14,103,Week_12,12,97,0,0,None,DC,F1,West Coast Distribution Center - LA,Los Angeles,West,34.0522,-118.2437,34.0522,-118.2437,27.71
SKU_0002,Medical Device for SKU_0002,MDS,C,1,DC3,Medical Devices & Diagnostics,88,227,4,253,28,88,28,72,Week_1,1,24,42,0,Confirmed,DC,F1,South Central Logistics Hub - Dallas,Dallas,South,32.7767,-96.797,32.7767,-96.797,23.0
SKU_0002,Medical Device for SKU_0002,MDS,C,1,DC3,Medical Devices & Diagnostics,88,227,4,253,28,88,28,72,Week_2,2,26,45,0,Confirmed,DC,F1,South Central Logistics Hub - Dallas,Dallas,South,32.7767,-96.797,32.7767,-96.797,23.0
SKU_0002,Medical Device for SKU_0002,MDS,C,1,DC3,Medical Devices & Diagnostics,88,227,4,253,28,88,28,72,Week_3,3,22,145,0,Confirmed,DC,F1,South Central Logistics Hub - Dallas,Dallas,South,32.7767,-96.797,32.7767,-96.797,23.0
SKU_0002,Medical Device for SKU_0002,MDS,C,1,DC3,Medical Devices & Diagnostics,88,227,4,253,28,88,28,72,Week_4,4,20,0,0,None,DC,F1,South Central Logistics Hub - Dallas,Dallas,South,32.7767,-96.797,32.7767,-96.797,23.0
